"","checking_status0<=X<200","checking_status>=200","checking_statusno checking","duration","credit_historyall paid","credit_historyexisting paid","credit_historydelayed previously","credit_historycritical/other existing credit","purposeused car","purposefurniture/equipment","purposeradio/tv","purposeeducation","purposebusiness","purposeother","log_credit_amount","savings_status100<=X<500","savings_status500<=X<1000","savings_status>=1000","savings_statusno known savings","employment<1","employment1<=X<4","employment4<=X<7","employment>=7","installment_commitment","personal_statusfemale div/dep/mar","personal_statusmale single","personal_statusmale mar/wid","other_partiesco applicant","other_partiesguarantor","residence_since","property_magnitudelife insurance","property_magnitudecar","property_magnitudeno known property","age","other_payment_plansstores","other_payment_plansnone","housingown","housingfor free","existing_credits","jobunskilled resident","jobskilled","jobhigh qualif/self emp/mgmt","num_dependents","own_telephoneyes"
"438",1,0,0,0.338235294117647,0,0,0,0,0,0,0,0,1,0,0.815060036922302,0,0,0,0,0,0,0,1,0.333333333333333,1,0,0,0,0,1,0,0,1,0.410714285714286,0,1,0,1,0.333333333333333,0,0,1,0,1
"439",0,0,1,0.0294117647058824,0,0,0,1,0,0,1,0,0,0,0.371861068973288,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.142857142857143,0,1,1,0,0.333333333333333,0,1,0,0,0
"441",0,0,0,0.117647058823529,0,0,0,1,0,0,0,0,0,0,0.497367210224676,0,0,0,0,0,1,0,0,0.666666666666667,0,1,0,0,0,0.333333333333333,0,0,0,0.357142857142857,0,1,0,0,0.333333333333333,1,0,0,1,0
"442",0,0,0,0.294117647058824,0,1,0,0,0,1,0,0,0,0,0.577581897346404,0,0,0,1,0,1,0,0,0.333333333333333,0,0,1,0,0,1,0,1,0,0.0178571428571429,0,1,1,0,0,0,1,0,0,0
"444",0,0,1,0.294117647058824,0,0,0,1,0,1,0,0,0,0,0.429511832129203,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.666666666666667,1,0,0,0.375,0,1,1,0,0.333333333333333,0,1,0,0,0
"445",1,0,0,0.205882352941176,0,1,0,0,0,0,1,0,0,0,0.383592396881683,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0.333333333333333,0,0,0,0.232142857142857,0,1,1,0,0,1,0,0,0,0
"446",0,0,0,0.294117647058824,0,0,1,0,0,0,0,0,0,0,0.690563685097776,0,0,0,0,0,1,0,0,0.666666666666667,0,1,0,0,0,1,0,0,1,0.607142857142857,0,1,0,1,0.333333333333333,0,1,0,1,0
"447",0,0,1,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.491934073848806,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0.333333333333333,0,0,0,0.160714285714286,0,1,1,0,0,0,1,0,0,0
"448",0,1,0,0.0294117647058824,0,0,0,1,0,0,0,0,0,0,0.387492137892597,1,0,0,0,0,0,0,1,0.333333333333333,0,0,0,0,0,1,0,1,0,0.160714285714286,0,1,1,0,0.333333333333333,0,1,0,1,1
"449",0,0,0,0.294117647058824,0,1,0,0,0,0,0,0,0,0,0.587236899590673,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.142857142857143,0,1,1,0,0,0,1,0,0,0
"450",0,0,0,0.470588235294118,0,1,0,0,1,0,0,0,0,0,0.718559512630178,0,0,0,0,0,0,0,1,0.333333333333333,0,1,0,0,0,1,0,0,1,0.410714285714286,0,1,0,1,0,0,1,0,1,0
"451",0,1,0,0.0735294117647059,0,1,0,0,0,0,1,0,0,0,0.34999625752822,1,0,0,0,0,0,0,1,0.333333333333333,0,0,0,0,0,1,0,0,0,0.535714285714286,0,1,1,0,0,0,1,0,0,0
"452",1,0,0,0.294117647058824,0,0,0,1,0,0,1,0,0,0,0.367879088776956,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0.339285714285714,0,0,1,0,0.333333333333333,0,1,0,1,0
"454",0,0,1,0.0882352941176471,0,1,0,0,0,0,0,0,0,0,0.385018062180627,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0.142857142857143,0,1,1,0,0,1,0,0,0,0
"455",0,1,0,0.161764705882353,0,0,0,1,1,0,0,0,0,0,0.522089036139881,0,1,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,1,0,0.303571428571429,0,1,1,0,0,0,1,0,0,1
"456",1,0,0,0.161764705882353,1,0,0,0,0,0,0,0,0,0,0.769902940743325,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,1,0,0,0.267857142857143,0,1,1,0,0,0,0,1,1,1
"459",0,0,1,0.514705882352941,0,1,0,0,1,0,0,0,0,0,0.822488972064248,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.333333333333333,0,1,0,0.464285714285714,0,1,1,0,0,0,0,1,0,1
"461",0,0,1,0.470588235294118,0,1,0,0,1,0,0,0,0,0,0.68160669484611,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,0,1,0.232142857142857,0,1,0,1,0,0,0,1,0,1
"463",1,0,0,0.117647058823529,0,0,1,0,0,0,1,0,0,0,0.197711885315846,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0.0178571428571429,0,1,0,0,0.333333333333333,0,1,0,0,0
"466",0,0,0,0.0294117647058824,0,0,0,1,0,0,0,0,0,0,0.394077760576412,0,0,0,0,1,0,0,0,0.333333333333333,0,1,0,0,0,1,0,0,0,0.375,0,1,1,0,0,1,0,0,1,0
"467",0,0,1,0.470588235294118,0,0,0,1,0,1,0,0,0,0,0.779122059536882,0,0,0,0,1,0,0,0,0.333333333333333,1,0,0,0,0,1,1,0,0,0.0714285714285714,0,1,0,0,0.333333333333333,0,1,0,0,1
"468",0,0,0,0.0294117647058824,0,1,0,0,0,0,0,0,0,0,0.365379443376006,1,0,0,0,0,0,0,1,0.666666666666667,0,1,0,0,0,0.333333333333333,1,0,0,0.428571428571429,0,1,1,0,0,0,1,0,0,1
"469",1,0,0,0.338235294117647,0,0,1,0,1,0,0,0,0,0,0.737730556361569,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.333333333333333,0,1,0,0.196428571428571,0,1,1,0,0.333333333333333,0,0,1,0,1
"470",0,0,1,0.0294117647058824,0,0,0,1,0,0,1,0,0,0,0.239449242594648,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0.303571428571429,0,1,0,1,0.333333333333333,0,1,0,0,0
"471",0,0,1,0.294117647058824,0,0,0,1,0,0,0,0,0,1,0.719151486209831,0,0,0,0,0,0,0,1,0.666666666666667,0,1,0,0,0,1,0,0,1,0.446428571428571,0,1,0,1,0.333333333333333,0,1,0,0,0
"472",0,0,0,0.205882352941176,0,1,0,0,0,0,1,0,0,0,0.592173432755924,0,0,0,0,0,1,0,0,0.333333333333333,1,0,0,0,0,0.333333333333333,0,0,0,0.0892857142857143,0,1,1,0,0,0,1,0,0,0
"473",0,0,0,0.647058823529412,0,0,0,0,0,1,0,0,0,0,0.77886086515471,0,0,0,0,0,1,0,0,0.666666666666667,0,1,0,0,0,1,0,0,1,0.607142857142857,0,1,0,1,0.333333333333333,0,1,0,1,0
"475",1,0,0,0.205882352941176,0,1,0,0,0,0,1,0,0,0,0.34729565370465,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0.125,0,1,1,0,0,1,0,0,1,0
"476",1,0,0,0.323529411764706,0,1,0,0,1,0,0,0,0,0,0.805004252225447,0,0,0,0,1,0,0,0,0.333333333333333,0,1,0,0,0,0.666666666666667,0,1,0,0.196428571428571,0,1,1,0,0.333333333333333,0,1,0,0,0
"478",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.417157894339859,0,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,0,0,0,0,0.410714285714286,0,1,1,0,0.333333333333333,1,0,0,1,0
"479",0,0,0,0.470588235294118,0,1,0,0,0,0,1,0,0,0,0.516302150878107,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.214285714285714,0,1,0,0,0,0,1,0,0,0
"481",0,0,0,0.0294117647058824,0,1,0,0,0,0,0,0,0,0,0.2264689060163,0,0,0,0,1,0,0,0,0.666666666666667,0,1,0,0,0,1,0,0,0,0.392857142857143,0,1,1,0,0,1,0,0,1,1
"483",1,0,0,0.161764705882353,0,1,0,0,0,0,0,0,0,0,0.547368962730412,1,0,0,0,0,1,0,0,0.333333333333333,1,0,0,0,0,1,0,1,0,0.160714285714286,0,1,0,0,0.333333333333333,0,1,0,0,1
"484",0,0,1,0.117647058823529,0,0,1,0,1,0,0,0,0,0,0.417157894339859,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.392857142857143,0,1,0,0,0,0,1,0,0,0
"485",0,0,1,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.385373117094751,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.666666666666667,1,0,0,0.125,0,1,1,0,0,0,1,0,0,1
"486",0,0,1,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.585892613052422,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.333333333333333,0,1,0,0.107142857142857,0,1,1,0,0.333333333333333,0,1,0,0,0
"487",0,1,0,0.25,0,0,0,1,0,0,0,1,0,0,0.518013275542334,0,0,0,0,1,0,0,0,0.333333333333333,0,0,0,0,0,0,0,1,0,0.25,0,1,0,0,0,0,1,0,0,0
"488",0,0,0,0.0294117647058824,0,1,0,0,0,0,0,0,0,0,0.396288594050015,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.666666666666667,1,0,0,1,0,1,1,0,0,0,0,1,0,1
"489",1,0,0,0.205882352941176,0,0,0,1,0,1,0,0,0,0,0.621066969056415,0,0,0,0,0,0,0,1,0.666666666666667,1,0,0,0,0,1,1,0,0,0.321428571428571,0,1,1,0,0,0,1,0,0,1
"490",0,0,0,0.647058823529412,0,1,0,0,0,0,0,0,0,0,0.79900101121128,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0.410714285714286,0,0,0,1,0,0,0,1,0,0
"491",0,0,1,0.205882352941176,0,1,0,0,1,0,0,0,0,0,0.605490546036248,0,0,0,1,0,1,0,0,0.333333333333333,0,1,0,0,0,0,1,0,0,0.214285714285714,0,1,1,0,0,0,1,0,0,1
"492",0,1,0,0.205882352941176,0,1,0,0,0,1,0,0,0,0,0.581659993224703,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.464285714285714,1,0,1,0,0,1,0,0,0,0
"493",1,0,0,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.421905763311312,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0714285714285714,0,1,0,0,0,0,1,0,0,0
"496",0,1,0,0.205882352941176,0,1,0,0,0,1,0,0,0,0,0.567102977352625,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0,0,0,0,0.267857142857143,0,1,1,0,0,1,0,0,1,0
"498",0,0,0,0.294117647058824,0,0,1,0,0,0,0,0,0,0,0.389243357941478,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.333333333333333,0,0,0,0.428571428571429,0,1,0,1,0.333333333333333,0,1,0,1,0
"500",0,0,1,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.424618753653367,0,0,0,0,0,0,1,0,0.666666666666667,0,1,0,0,0,0,0,1,0,0.232142857142857,0,0,1,0,0,0,1,0,1,0
"501",0,0,0,0.117647058823529,1,0,0,0,0,0,1,0,0,0,0.21346521898853,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.0892857142857143,0,0,1,0,0,1,0,0,0,0
"503",0,0,1,0.647058823529412,0,0,0,1,1,0,0,0,0,0,0.829687924636424,0,0,0,1,0,0,1,0,0.333333333333333,0,1,0,0,0,0,0,0,1,0.285714285714286,0,1,0,1,0.333333333333333,0,1,0,0,1
"504",0,0,1,0.117647058823529,0,0,0,1,0,0,0,0,0,1,0.321465787816634,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0.0714285714285714,0,1,1,0,0.333333333333333,0,1,0,0,0
"505",0,0,1,0.0294117647058824,1,0,0,0,0,0,1,0,0,0,0.452542661466291,0,1,0,0,0,0,0,1,0.333333333333333,0,1,0,0,0,1,1,0,0,0.464285714285714,0,0,1,0,0,1,0,0,1,0
"506",0,0,0,0.647058823529412,0,1,0,0,0,0,1,0,0,0,0.774907333078482,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.267857142857143,0,1,1,0,0.333333333333333,0,1,0,0,1
"507",1,0,0,0.117647058823529,0,0,0,1,0,0,0,0,0,0,0.483014715186492,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.142857142857143,0,1,1,0,0,0,1,0,0,0
"508",1,0,0,0.0735294117647059,0,1,0,0,0,0,0,1,0,0,0.364604885046097,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0.857142857142857,0,1,1,0,0.333333333333333,0,0,1,0,1
"509",1,0,0,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.388894167299929,0,0,0,0,1,0,0,0,0.333333333333333,0,1,0,0,0,0,0,1,0,0.0535714285714286,1,0,1,0,0,0,1,0,0,0
"510",1,0,0,0.205882352941176,0,0,0,0,0,0,0,0,0,0,0.513864808845502,1,0,0,0,1,0,0,0,0.666666666666667,1,0,0,0,0,0.666666666666667,0,1,0,0.160714285714286,0,1,1,0,0.333333333333333,0,1,0,0,0
"511",0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0.696829759043418,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0.178571428571429,0,0,1,0,0.333333333333333,0,1,0,0,1
"512",0,0,0,0.294117647058824,1,0,0,0,0,1,0,0,0,0,0.617171385113321,0,0,0,0,0,0,1,0,0.666666666666667,0,1,0,0,0,1,0,1,0,0.142857142857143,0,0,1,0,0,0,1,0,0,0
"516",0,0,0,0.294117647058824,1,0,0,0,0,0,1,0,0,0,0.423717935521591,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0.0892857142857143,0,0,0,0,0,1,0,0,0,0
"517",0,1,0,0.0294117647058824,0,0,1,0,0,0,1,0,0,0,0.233731621712105,0,0,0,0,1,0,0,0,0.333333333333333,1,0,0,0,0,0,1,0,0,0.178571428571429,0,0,1,0,0,0,1,0,0,0
"518",1,0,0,0.470588235294118,0,1,0,0,0,0,0,0,0,0,0.907709318331792,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.321428571428571,0,1,0,1,0,0,1,0,0,1
"519",1,0,0,0.294117647058824,0,0,1,0,0,0,0,0,1,0,0.682893479149053,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.333333333333333,1,0,0,0.321428571428571,0,0,1,0,0.333333333333333,0,0,1,0,1
"520",1,0,0,0.294117647058824,0,0,1,0,0,0,1,0,0,0,0.424768551354893,1,0,0,0,0,0,1,0,0.666666666666667,1,0,0,0,0,0.333333333333333,1,0,0,0.0714285714285714,0,1,0,0,0.333333333333333,0,1,0,0,1
"521",0,0,0,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.395949830809372,0,0,0,0,0,0,1,0,0.333333333333333,0,0,0,0,0,0.666666666666667,0,1,0,0.303571428571429,0,1,1,0,0,0,1,0,0,0
"522",0,0,1,0.294117647058824,0,0,0,1,0,0,1,0,0,0,0.542636325251314,0,0,1,0,0,0,0,1,0.333333333333333,0,1,0,0,0,0.333333333333333,0,1,0,0.267857142857143,0,1,1,0,0,0,1,0,0,0
"523",1,0,0,0.647058823529412,0,1,0,0,0,0,1,0,0,0,0.643571632858338,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.392857142857143,0,1,1,0,0.333333333333333,0,1,0,1,1
"524",1,0,0,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.75655819713911,0,0,0,1,0,0,0,0,0.333333333333333,0,1,0,0,0,0,0,0,1,0.589285714285714,0,1,1,0,0,0,0,1,0,1
"526",0,0,0,0.294117647058824,0,1,0,0,0,1,0,0,0,0,0.595359248651825,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0714285714285714,0,1,0,0,0,1,0,0,0,1
"527",0,0,1,0.382352941176471,0,0,0,1,0,0,1,0,0,0,0.737301297046917,0,0,0,0,0,0,1,0,0.666666666666667,0,1,0,1,0,0.333333333333333,0,1,0,0.339285714285714,0,1,1,0,0,0,1,0,0,0
"528",0,0,1,0.294117647058824,0,1,0,0,1,0,0,0,0,0,0.716005275822291,0,0,0,1,0,0,0,0,0.333333333333333,1,0,0,0,0,1,1,0,0,0.125,0,1,0,0,0,0,0,1,0,1
"529",0,0,0,0.161764705882353,0,1,0,0,0,0,0,0,1,0,0.272241125262098,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0.0535714285714286,0,1,1,0,0,1,0,0,0,0
"530",1,0,0,0.0735294117647059,0,1,0,0,0,0,1,0,0,0,0.340726297882405,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.142857142857143,0,1,1,0,0.333333333333333,1,0,0,0,0
"531",0,0,1,0.161764705882353,0,0,0,1,0,1,0,0,0,0,0.56084830801129,0,0,0,0,0,0,1,0,0.333333333333333,1,0,0,1,0,0.666666666666667,0,1,0,0.0892857142857143,0,0,1,0,0.333333333333333,0,1,0,0,0
"532",1,0,0,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.572401453323984,0,0,0,0,0,0,1,0,0.333333333333333,1,0,0,0,0,0,0,0,0,0.142857142857143,0,1,1,0,0,0,1,0,0,0
"533",0,0,1,0.294117647058824,0,0,0,1,0,0,0,1,0,0,0.474949581215945,0,0,0,1,0,1,0,0,0.666666666666667,1,0,0,0,0,0.333333333333333,0,1,0,0.25,0,1,1,0,0.333333333333333,0,1,0,0,1
"535",0,0,1,0.470588235294118,0,0,0,1,0,0,1,0,0,0,0.847570496796158,0,0,0,0,0,1,0,0,0.333333333333333,1,0,0,0,0,0.333333333333333,0,1,0,0.214285714285714,1,0,1,0,0.333333333333333,0,1,0,0,0
"536",0,0,1,0.294117647058824,0,1,0,0,0,0,0,1,0,0,0.307264693312715,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.666666666666667,0,1,0,0.142857142857143,0,1,1,0,0.333333333333333,1,0,0,0,0
"537",1,0,0,0.205882352941176,0,0,0,1,0,0,0,0,0,0,0.335069719668385,0,0,0,0,0,0,0,1,0.666666666666667,0,1,0,0,1,0.666666666666667,0,0,0,0.196428571428571,0,0,1,0,0.333333333333333,0,1,0,0,0
"538",1,0,0,0.117647058823529,0,0,0,1,0,0,0,0,0,0,0.587311354825367,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.666666666666667,0,0,0,0.535714285714286,0,0,1,0,0.333333333333333,1,0,0,1,0
"539",0,0,1,0.0735294117647059,0,1,0,0,0,1,0,0,0,0,0.398646219549186,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.333333333333333,0,0,0,0.125,0,1,0,0,0,0,1,0,0,0
"540",1,0,0,0.470588235294118,0,1,0,0,0,0,0,0,0,1,0.524442117836083,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.25,0,1,0,0,0,1,0,0,0,0
"541",0,0,1,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.498569643060557,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0.589285714285714,0,1,0,1,0,0,0,1,0,1
"542",0,0,0,0.205882352941176,0,1,0,0,0,1,0,0,0,0,0.488088134351992,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.0178571428571429,0,0,0,0,0,0,1,0,0,0
"543",0,0,0,0.0735294117647059,0,0,0,1,0,0,0,0,0,0,0.561764067261288,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,0,0,0.303571428571429,0,1,0,0,0.333333333333333,0,1,0,1,0
"544",0,0,0,0.117647058823529,0,1,0,0,0,1,0,0,0,0,0.381437376764029,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.0357142857142857,0,1,1,0,0,1,0,0,0,0
"545",0,0,0,0.205882352941176,0,1,0,0,0,0,0,0,0,1,0.368070260940273,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.666666666666667,0,0,0,0.5,0,1,1,0,0,1,0,0,0,1
"546",0,1,0,0.205882352941176,0,1,0,0,0,0,0,0,0,0,0.479017108463267,0,0,0,0,0,0,0,1,0.666666666666667,1,0,0,0,0,0.333333333333333,0,1,0,0.0714285714285714,0,1,1,0,0,0,0,1,0,0
"547",0,0,0,0.117647058823529,0,0,0,1,0,1,0,0,0,0,0.510574767434316,0,0,0,0,0,0,0,1,0.666666666666667,0,1,0,0,0,0.666666666666667,1,0,0,0.732142857142857,0,1,1,0,0.333333333333333,0,1,0,0,0
"548",0,0,0,0.117647058823529,0,0,0,1,0,0,1,0,0,0,0.100415717549148,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.666666666666667,0,0,0,0.696428571428571,0,1,1,0,1,1,0,0,0,1
"549",1,0,0,0.294117647058824,0,0,1,0,0,0,0,0,0,0,0.47949099741701,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.410714285714286,0,1,0,0,0.333333333333333,0,1,0,0,1
"550",0,0,1,0.25,0,1,0,0,0,0,0,0,1,0,0.427596527032652,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0.303571428571429,0,0,1,0,0,1,0,0,0,0
"552",0,0,0,0.294117647058824,1,0,0,0,0,0,0,0,0,1,0.393564569657801,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.666666666666667,0,1,0,0.375,1,0,1,0,0,0,0,1,0,1
"553",1,0,0,0.0294117647058824,1,0,0,0,0,0,0,0,0,0,0.305770720785825,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.232142857142857,1,0,1,0,0,1,0,0,0,0
"554",0,0,0,0.294117647058824,0,1,0,0,0,0,0,0,0,0,0.407522413431119,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0.0714285714285714,0,1,0,0,0.333333333333333,0,1,0,0,0
"555",1,0,0,0.294117647058824,0,0,0,0,0,0,0,0,1,0,0.658401707845772,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.303571428571429,0,1,1,0,0.666666666666667,1,0,0,0,1
"557",0,0,1,0.470588235294118,0,1,0,0,0,0,0,1,0,0,0.834803354673191,0,0,0,1,0,1,0,0,0.333333333333333,0,1,0,0,0,1,0,0,1,0.285714285714286,0,1,0,1,0,1,0,0,1,1
"558",0,0,0,0.470588235294118,0,0,0,1,0,1,0,0,0,0,0.747802014306718,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0.0714285714285714,0,1,0,0,0.333333333333333,1,0,0,0,1
"559",0,0,1,0.294117647058824,0,0,1,0,0,0,0,0,1,0,0.636690981241696,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.333333333333333,0,0,1,0.232142857142857,0,1,0,1,0,0,1,0,0,0
"562",1,0,0,0.294117647058824,1,0,0,0,0,0,0,1,0,0,0.463826056611802,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.267857142857143,0,0,0,1,0,1,0,0,0,0
"565",0,0,0,0.294117647058824,1,0,0,0,0,1,0,0,0,0,0.564161197702349,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0535714285714286,1,0,1,0,0,0,1,0,0,1
"566",0,0,1,0.294117647058824,0,0,0,1,0,0,0,0,1,0,0.673527343969402,0,0,0,0,0,1,0,0,0.666666666666667,0,1,0,0,0,0.333333333333333,0,0,0,0.982142857142857,0,1,1,0,0,0,0,1,0,1
"567",1,0,0,0.470588235294118,0,1,0,0,0,0,1,0,0,0,0.550878058708356,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0.553571428571429,0,1,0,1,0,0,1,0,0,0
"568",0,0,1,0.205882352941176,0,1,0,0,0,0,1,0,0,0,0.489452798944061,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.25,0,1,1,0,0,0,1,0,0,0
"569",1,0,0,0.0735294117647059,0,1,0,0,0,0,0,0,1,0,0.399148330410473,0,0,0,0,0,1,0,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0.142857142857143,0,0,1,0,0,0,1,0,0,1
"572",0,1,0,0.0882352941176471,0,1,0,0,0,0,0,0,0,0,0.372424398090667,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0.517857142857143,0,1,0,1,0,1,0,0,1,0
"573",0,0,0,0.25,0,1,0,0,0,0,1,0,0,0,0.60404027277055,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.333333333333333,0,1,0,0.178571428571429,0,0,1,0,0,0,1,0,0,0
"574",0,0,0,0.294117647058824,1,0,0,0,1,0,0,0,0,0,0.62235112982112,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0.0535714285714286,0,0,0,0,0,0,1,0,0,0
"575",0,0,1,0.205882352941176,0,0,1,0,0,1,0,0,0,0,0.460125420621504,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0535714285714286,0,1,1,0,0,0,1,0,0,0
"576",1,0,0,0.647058823529412,0,0,0,0,0,0,0,0,1,0,0.904210389171019,0,0,0,1,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,1,0,0.517857142857143,0,0,1,0,0,0,0,1,0,1
"578",0,0,0,0.0294117647058824,0,0,0,1,0,0,0,0,0,0,0.625151568870145,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.666666666666667,0,0,0,0.321428571428571,0,1,0,0,0.666666666666667,0,1,0,1,0
"581",0,0,1,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.218608956205855,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.333333333333333,0,0,0,0.535714285714286,0,1,1,0,0,1,0,0,0,0
"582",1,0,0,0.25,0,0,0,1,0,0,0,0,1,0,0.623628238596606,0,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,0.666666666666667,1,0,0,0.142857142857143,0,1,1,0,0.333333333333333,0,1,0,0,0
"584",0,0,1,0.647058823529412,0,1,0,0,0,0,0,0,1,0,0.639741200382143,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.333333333333333,0,0,0,0.339285714285714,0,0,1,0,0,0,1,0,0,0
"585",0,0,0,0.117647058823529,0,1,0,0,0,1,0,0,0,0,0.46646953806191,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0535714285714286,0,1,0,0,0,0,1,0,0,0
"586",0,0,0,0.205882352941176,0,1,0,0,0,0,1,0,0,0,0.544612521120573,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.821428571428571,0,1,0,1,0.333333333333333,0,1,0,0,0
"587",0,0,1,0.161764705882353,0,1,0,0,0,0,1,0,0,0,0.48114204539123,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.333333333333333,0,1,0,0.285714285714286,0,1,1,0,0,0,1,0,0,0
"588",0,1,0,0.0294117647058824,0,1,0,0,0,1,0,0,0,0,0.496708707877457,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,0,0,0.392857142857143,0,1,1,0,0,0,1,0,0,1
"589",1,0,0,0.0735294117647059,1,0,0,0,0,0,0,0,0,0,0.40671462893166,1,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,0.666666666666667,0,0,1,0.178571428571429,0,1,1,0,0,0,1,0,0,0
